,Spam,Message
284,1,"rs  loc std call  p m  din
rs   loc min  din
offer ke liye click airtel in   m
behtar data speed ke liye sim ko slot  mein lagayein
seemit samay tak"
285,1,"bahubali offer 
rs  unltd sabhi call  gb  g  g  gb din  din
rs  unltd airtel mobile call  gb  gb din  din
niji upyog hetu
t c  click airtel in   m"
286,1,aavashyak suchana  sarkari nirdeshanusar aadhaar ko apne airtel mobile se joodna anivarya hai sevaon ko jaari rakhne ke liye nazdeeki retailer se sampark karein
287,1,aarush  you re an uber vip  use promo run    enjoy    off   rides in chd tricity ambala by fri  max discount rs  ride  how to apply promo t uber com edn
288,1,"offer sabhi handset par 
rs  unlimited loc std  gb data  gb din   din 
sim slot  mein lagao  behtar speed pao
t c  seemit samay offer click airtel in   m"
289,1,ride micro mini at flat rs   for   km and   mins till  th aug  regular rates apply thereafter  no code required  book now on bit ly c sms
290,1,freedom smaaash sky karting gurgaon offer  get   big pizza or pasta     soft drink     go karting race  mins at   ai on        august  call    t c apply 
291,0,hey  here is your free monthly game  show code  kft rqf within   days  valid mon thu till  pm t c   
292,1,hi aarush  celebrate independence day with rs   voucher redeemable on your next purchase on a min purchase of   at peter england  valid till   aug t c
293,1,rs   for   km is back  travel around town at rs   for  km with ola auto  the most economical ride for short distances  book now on bit ly  olacabs
294,1,"bahubali offer 
rs  unltd sabhi call  gb  g  g  gb din  din
rs  unltd airtel mobile call  gb  gb din  din
niji upyog hetu
t c  click airtel in   m"
295,1,alert  aapka  g data pack    din mein samapt ho jayega  best recharges aur balance ki jaankari ke liye dial       
296,0,"hi customer 

booking id  rrtr  
seats  executiv i  i  

  seat s  for toilet   ek prem katha  u a  on mon    aug       pm

at r r cinemas  roorkee  audi    

please carry your cc dc card which was used for booking tickets "
297,1,check balance  recharge mobile and get exclusive deals   cashback on my airtel app  click here to use the app now www airtel in   in
298,1,this independence day  get your right to affordable rides  ride an ola bike at just rs   for upto   km  tca  know more  
299,1,"offer sabhi handset par 
rs  unlimited loc std  gb data  gb din   din 
sim slot  mein lagao  behtar speed pao
t c  seemit samay offer click airtel in   m"
300,1,high five aarush  enjoy your ride between chandigarh   ludhiana in an ac uber at flat rs   upto  kms  think ludhiana  think uber  read  t uber com cl 
301,1,enjoy ur fav veg extravaganza pizza at all new domino s with taste of new grilled mushroom more toppings soft crust   more cheese  call     goo gl cqthqp
302,1,last day of buy   get   at lenskart com   download the lenskart app  click  bit ly  w avrk or find nearby store at store lenskart com  ph       
303,1,"janmashthami   independence day mauka anginat hellotune badlne ka rs   din mein call   tollfree 
mauka smartphone aur car jeetne ka call  tollfree "
304,1,avail upto    cashback  max  rs  txn  on recharges  bill payments  utilities   online merchants through airtel payments bank t c apply click bit ly  j rfro
305,1,watch pm modi s address to the nation   share your thoughts with him directly on mygov or app  
306,1,buy ola share pass at re    starting this independence day  take an ola share to free our roads from congestion  offer ends  st august  know more   
307,1,aarush  save upto rs   on   uber rides each  use promo run   get    off   rides in chd amb by fri  max disc rs  ride  how to apply promo t uber com edn
308,1,dear bata club member  ur rs     bonus cash points will expire on   aug    visit bata n redeem ur points tnc apply 
309,1,ride micro mini at flat rs   for   km and   mins till  th aug  regular rates apply thereafter  no code required  book now on bit ly c sms
310,1," rs  unltd loc std  gb   gb din  sabhi handset par   din  t c 
seemit samay offer  click airtel in   m
   cashback airtel payments bank a c kholne par "
311,1,check balance  recharge mobile and get exclusive deals   cashback on my airtel app  click here to use the app now www airtel in   in
312,1,enjoy pizza hut pan pizza     off  valid on   or more medium pan pizzas in store   for delivry  walk in call       
313,1,rs   for   km is back  travel around town at rs   for  km with ola auto  the most economical ride for short distances  book now on bit ly c sms
314,0,alert  aapka  g data pack  aaj samapt ho jayega  best recharges aur balance ki jaankari ke liye dial       
315,1,aarush  save upto rs   on   uber rides each  use promo run   get    off   rides in chd amb by fri  max disc rs  ride  how to apply promo t uber com edn
316,1," rs  unltd loc std  gb   gb din  sabhi handset par   din  t c 
seemit samay offer  click airtel in   m
   cashback airtel payments bank a c kholne par "
317,1,check balance  recharge mobile and get exclusive deals   cashback on my airtel app  click here to use the app now www airtel in   in
318,1,hey aarush  enjoy your ride between chandigarh   ludhiana in an ac uber at flat rs   upto  kms  think ludhiana  think uber  read  t uber com cl 
319,1,hurry  lenovo back to college offer ends in   days  get upto rs    worth puma voucher   upto   years warranty for rs     visit lenv in  pvj y for more offer details and to locate a store near you  to stop receiving offers from lenovo  sms stop to   
320,1,ride ola share to make a difference   free our roads from congestion  offer ends  st aug  know more   
321,1,aarush  save upto rs   on   uber rides each  use promo run   get    off   rides in chd amb by fri  max disc rs  ride  how to apply promo t uber com edn
322,1,aavashyak suchana  sarkari nirdeshanusar aadhaar ko apne airtel mobile se joodna anivarya hai sevaon ko jaari rakhne ke liye nazdeeki retailer se sampark karein
323,1,check balance  recharge mobile and get exclusive deals   cashback on my airtel app  click here to use the app now www airtel in   in
324,1," rs  unltd loc std  gb   gb din  sabhi handset par   din  t c 
seemit samay offer  click airtel in   m
   cashback airtel payments bank a c kholne par "
325,1,earn rs       to     p m home based part time job for house wives   students bachelor typing work no target  call shine  
326,1,aarush  heading to ludhiana soon  uber it   pay no more than flat rs   for rides between chandigarh   ludhiana upto   kms  read  t uber com cl 
327,1,get chumbak on the go with the brand new chumbak android app  download now from google play store or  
328,1,hi aarush  check out peter england s widest range of newly launched eco friendly oxygeans and do your part to save the planet  visit stores today 
329,1,aarush  your uber weekend treat is here  save upto rs   on   rides each  apply promo tarara   enjoy    off   rides in chd amb by sun   t uber com edn
330,1,check balance  recharge mobile and get exclusive deals   cashback on my airtel app  click here to use the app now www airtel in   in
331,1,"rs   gb  g  g   g    din
rs   gb  g  g   din
offer ke liye  click airtel in   m
behtar data speed ke liye sim ko slot   mein lagayein
seemit samay tak"
332,0,"hi customer 


booking id  rrtr  

seats  executiv h  h  h  h  


  seat s  for annabelle  creation  a  on sat    aug       pm


at r r cinemas  roorkee  audi    


please carry your cc dc card which was used for booking tickets "
333,0,received rs     from  xxxx  in your paytm wallet  wallet txn id     shop at croma store get offers
334,0,received rs     from  xxxx  in your paytm wallet  wallet txn id     shop at croma store get offers
335,0,"hi aarush gupta 


booking id  rrtr  

seats  executiv h  h  


  seat s  for annabelle  creation  a  on sat    aug       pm


at r r cinemas  roorkee audi    


please carry your cc dc card which was used for booking tickets "
336,1,enjoy ur fav veg extravaganza pizza at all new domino s with taste of new grilled mushroom more toppings soft crust   more cheese  call     goo gl cqthqp
337,1,you have rs   in your gocash wallet  download the goibibo app or sign up to claim and save on your travel bookings   
338,1,aarush  save upto rs   on   uber rides each  apply promo tarara   enjoy    off   rides in chd tricity ambala by sun  how to apply promo   t uber com edn
339,1,shraddha kapoor to make her debut in upcoming telugu film saaho with prabhas  for hellotunes dial   tollfree
340,1,check balance  recharge mobile and get exclusive deals   cashback on my airtel app  click here to use the app now www airtel in   in
341,1,sort your weekend scenes  get flat    off at pizza hut  valid on medium pan pizzas if u buy    call       online  
342,1,manya the princeton review chandigarh center announces new weekday   weekend batches starting for gre hurry up and enroll today till   pm   get    fee waiver for enrollment call    
343,1,manya the princeton review chandigarh center announces new weekday   weekend batches starting for gmat hurry up and enroll today till   pm   get    fee waiver for enrollment call    
344,1,sort your weekend scenes  get flat    off at pizza hut  valid on medium pan pizzas at take away  call       online  
345,1,dear member  thank you for visiting giani  your invoice no is in   total amount is     thanks
346,0,howdy  hacker  here is the otp for verifying your mobile number in the inout dashboard    
347,1,"rs  unltd l s roam  gb  gb d sabhi h s par  d
t c niji upyog hetu 
seemit samay offer  click airtel in   m
   cashback airtel payments bank a c kholein"
348,1,ride micro mini at flat rs   for   km and   mins till  th aug  regular rates apply thereafter  no code required  book now on bit ly c sms
349,1,check balance  recharge mobile and get exclusive deals   cashback on my airtel app  click here to use the app now www airtel in   in
350,0,received rs     from  xxxx  in your paytm wallet  wallet txn id     book flight tickets on paytm 
351,1,ayurvedic capsule se motapa khatam kare kewal   din me   kg government approved    ayurvedic    money back guarantee  for details  sms ac to  
352,1,teri keys kanishk ko de di thi
353,0,use   as your login otp  otp is confidential  paytm never calls you asking for otp  sharing it with anyone gives them full access to your paytm wallet 
354,0,paytm has added rs   of cashback in your paytm wallet for order    of madangles offer cash of rs     promocode  cudwr nvmuke    win    cashback on electricity bill  code billpay  
355,1,dear customer  recharge your mobile using icici bank internet banking and get coupons up to rs    at couponraja in   for details  visit goo gl vhp eh   t c
356,1,ride micro mini at flat rs   for   km and   mins till  th aug  regular rates apply thereafter  no code required  book now on bit ly c sms
357,1," rs  unltd loc std  gb   gb din  sabhi handset par   din  t c 
seemit samay offer  click airtel in   m
   cashback airtel payments bank a c kholne par "
358,1,check balance  recharge mobile and get exclusive deals   cashback on my airtel app  click here to use the app now www airtel in   in
359,1,your youtube go verification code   
360,1,hey  buy   sky karting game   get   free  offer valid till  st aug only on your registered mobile number  show code duw bx z to avail t c oyster pitstop sec    gurgaon
361,1,"rs  unltd l s roam  gb  gb d sabhi h s par  d
t c niji upyog hetu 
seemit samay offer  click airtel in   m
   cashback airtel payments bank a c kholein"
362,1,check balance  recharge mobile and get exclusive deals   cashback on my airtel app  click here to use the app now www airtel in   in
363,1,pizza hut don t cook wednesday is back  get    off on medium pan pizzas in store   for delivery  walk in call       online  
364,0,received rs     from  xxxx  in your paytm wallet  wallet txn id     big cashback sale on paytm 
365,0,received rs     from  xxxx  in your paytm wallet  wallet txn id     big cashback sale on paytm 
366,1," rs  unltd loc std  gb   gb din  sabhi handset par   din  t c 
seemit samay offer  click airtel in   m
   cashback airtel payments bank a c kholne par "
367,1,check balance  recharge mobile and get exclusive deals   cashback on my airtel app  click here to use the app now www airtel in   in
368,1,ride micro mini at flat rs   for   km and   mins till  th aug  regular rates apply thereafter  no code required  book now on bit ly c sms
369,1,ramanshu m  sent you an exclusive invitation on linkedin   
370,0,received rs     from  xxxx  in your paytm wallet  wallet txn id     big cashback sale on paytm 
371,1,check balance  recharge mobile and get exclusive deals   cashback on my airtel app  click here to use the app now www airtel in   in
372,1,aavashyak suchana  sarkari nirdeshanusar aadhaar ko apne airtel mobile se joodna anivarya hai sevaon ko jaari rakhne ke liye nazdeeki retailer se sampark karein
373,1,"rs  unltd l s roam  gb  gb d sabhi h s par  d
t c niji upyog hetu 
seemit samay offer  click airtel in   m
   cashback airtel payments bank a c kholein"
374,1,let s celebrate this festive weekend together  shop for rs     above to get an additional    cashback in your chumbak loyalty account  valid across all chumbak stores only between       aug    t c
375,1,naya airtel digitaltv connection lein aur payein rs  ke free goibibo voucher  naya connection rs  se  adhik jaankari ke liye   par miss call dein
376,1,"rs   gb  g  g   g    din
rs   gb  g  g   din
offer ke liye  click airtel in   m
behtar data speed ke liye sim ko slot   mein lagayein
seemit samay tak"
377,1,check balance  recharge mobile and get exclusive deals   cashback on my airtel app  click here to use the app now www airtel in   in
378,1,"get min rs    off at pizza hut 
when you buy   medium pan pizzas
valid on call       online  "
379,1,jackie shroff to be seen as a villain in prabhas s upcoming film saaho for hellotunes dial   tollfree
380,1,check balance  recharge mobile and get exclusive deals   cashback on my airtel app  click here to use the app now www airtel in   in
381,0,modelmaniaw service has been activated   rs    for  day s  txn id n    aug       service will be renewed after validity expiry to use  click  
382,0,thanks for choosing modelmaniaw on your airtel mobile  you have been charged rs    for  days a c balance  rs    at     to deactivate call or sms stop to  
383,1, 
384,1,your request has been received and the service will be stopped on your airtel mobile within  min 
385,0,modelmaniaw service has been deactivated on your airtel mobile thanks for using the service for more services call   or click  
386,1,we have received your request to stop services  service options will be sent to you shortly 
387,1,we have received your request to stop services  service options will be sent to you shortly 
388,1,"these are the services started on your airtel mobile 
 choose the option you want to stop 
    modelmaniaw
"
389,1,"these are the services started on your airtel mobile 
 choose the option you want to stop 
    modelmaniaw
"
390,1,your request has been received and the service will be stopped on your airtel mobile within  min 
391,1,    modelmaniaw
392,1,sorry  that was not a valid option 
393,1,sorry  that was not a valid option 
394,0,airtel now flash service has been stopped on your airtel mobile  thank you for using the service
395,1,"rs  loc std call  p m  din
rs   loc min  din
offer ke liye click airtel in   m
behtar data speed ke liye sim ko slot  mein lagayein
seemit samay tak"
396,1,thank you  your request has been successfully registered
397,1,"rs  unltd l s roam  gb  gb d sabhi h s par  d
t c niji upyog hetu 
seemit samay offer  click airtel in   m
   cashback airtel payments bank a c kholein"
398,1,check balance  recharge mobile and get exclusive deals   cashback on my airtel app  click here to use the app now www airtel in   in
399,1,thank you  your request has been successfully registered
400,1,"your data pack gives free access to live tv  movies and music  download now and get   mb free  tca   click 
mov wynk in tv 
and  
wynk in mu msc"
401,1,jaruri soochna  sarkari nirdeshanusar  apne aadhaar nun airtel mobile naal jodna jaruri hai  sevavan nun jaari rakhan lai  nazdeeki retailer naal sampark karo 
402,1," rs  unltd loc std  gb   gb din  sabhi handset par   din  t c 
seemit samay offer  click airtel in   m
   cashback airtel payments bank a c kholne par "
403,1,check balance  recharge mobile and get exclusive deals   cashback on my airtel app  click here to use the app now www airtel in   in
404,1,the princeton review chandigarh center announces new weekday   weekend batches for gmat test prep enroll before  st aug   avail   fee waiver call    
405,0,received rs     from  xxxx  in your paytm wallet  wallet txn id     for billpayments visit paytm
406,1,ride micro mini at just rs   for  km and   minutes till  rd sep  no code needed  just launch the app   get riding comfortably in a few taps  bit ly c sms
407,1,bsnl offers   free high quality movie channels now on mobile  recharge with rs   and get  gb data   free mobile tv for   days 
408,1,o tere sang yaara            latest movie rustom k iss romantic gaane ko banaye apni   bas free main dial kare        tollfree 
409,1,"explore your potential with modern institute of engineering and technology miet   conviniently located campus on nh    very close to ambala cantt bus stand and railway station 
enroll for m tech   b tech   mba   bba
for enquiry contact        
toll free         "
410,0,facebook update  you received a friend request from payal  to check  dial       and get free facebook access without internet  for naughty chat      
411,1,mujhe lovely friends ke saath sweet sweet batein kerne ka badda maja atta hai  call karo   per
412,1,"chanakya ias academy is organizing a free workshop on ias pcs  on  st july    sunday  by successful candidates of cse   and the team of experts from delhi 
venue  chanakya ias academy  sco         nd floor  sector  c  chandigarh  time   am to  pm  limited seats  for registrations call or whats app       "
413,1,btech from galaxy global college ambala in just rs   per year  bus and ac hostel facility available  ku approved  few seats left call     
414,1,"last chance to apply for chitkara university s b tech  rd admission counseling on   july     call    ignore if applied 
regards
chitkara universi"
415,1,niit university open counselling for btech cse ece bt admissions is scheduled on       july  to register apply visit www niituniversity in
416,1,dear customer bsnl missed call service is now available      per month  to activate please dial        toll free  
417,1,dpgitm engg college gurgaon for b tech admissions  aicte approved   affiliated to mdu rohtak  sec   gurgaon nr hero honda chowk  ct   www dpgitm com
418,1,"vidyamandir classes offers up to    discount on correspondence courses for
iit jee preparation based on your jee main score queries        "
419,0,you have checked out the book from library acc  no    
420,1,raat din karen baten ji bhar ke  dial   aur maja karein kuch aise doston se jo apke sath karenge dhero masti bahri batein  toh call juldi call kare 
421,1," give wings to yours dreams  at dr  k n modi university rajasthan

jee csab code  

for admission   

mob no            

www dknmu org"
422,1,"sbit engineering college  sonipat ncr
courses  b tech mech  ece eee cse it   m tech  bba  bca  mba  mca
contact   "
423,1,bsnl welcomes you to bharat sanchar nigam ltd  up west  enjoy your stay with free incoming calls while roaming 
424,1,register for digital marketing demo session     job opportunity in just   months course and get starting salary  k  k  call    regards zodrox in
425,1,o tere sang yaara            latest movie rustom k iss romantic blockbuster gaane ko banaye apni   bas free main dial kare        tollfree 
426,1,call for admission in rajasthan s fastest growing engineering college ranked aa    in top   eng college in ee me ce cs agriculture mining    
427,1,meet stratford university usa delhi campus  officials in north east west delhi faridabad for on the spot guidance   admission on  th july    call   
428,1,"cgc landran is coming to hotel jyoti  near bus stand workshop road  yamuna nagar  for spot admissions from       to        contact    
www cgc edu in"
429,1,  placement offered     lacs highest package join chandigarh university apply now  visit  
430,1,bsnl welcomes you to bharat sanchar nigam ltd  up west  enjoy your stay with free incoming calls while roaming 
431,1,stratford university usa  delhi campus  offers bba bsit  scholarship upto     dual degree  internship from  st quarter  call   
432,1,dear vishwas mittal  mbbs in russia kyrgyzstan counselling in delhi   july  am  pm  hotel radisson blu cannaught place     l package  
433,1,"pata hai tumhari aur hamari muskaan mein farq kya hai  
tum khush hone k baad muskurate ho 
aur 
hum tumhein khush dekhne ke baad muskurate hain  
call  "
434,1,"last chance for direct admission in top college of ncr  jss akg galgotia kiet amity  at management seat few seat left call
 
 
 "
435,1, vi ke bad   varsh me sirf degree hi kyun  b sc  ias hcs  prince college  sikar  world class campus  daily classes  session started from   july       
436,1,don t miss  opportunity to crack iitjee    classes by dc pandey  sk goyal  rk gupta at the guidance classes  new delhi  contact     
437,1,"pata hai tumhari aur hamari muskaan mein farq kya hai  
tum khush hone k baad muskurate ho 
aur 
hum tumhein khush dekhne ke baad muskurate hain  
call  "
438,0,you have   missed call s  from     last call            
439,1,"rs   gb   gb  g din raat  gb raat  am  am   din
rs   gb  g  din
nazdeeki airtel vikreta se recharge karayein ya dial       ya click
airtel in app"
440,1,dear student  iec university hp offer courses engineering mca bca  mba bba b com pharmacy  law basic sci  bfd bjmc bpt  for more information call  
441,1,dear student  iec university hp offer courses engineering mca bca  mba bba b com pharmacy  law basic sci  bfd bjmc bpt  for more information call  
442,0,   is now available to take calls  to call back dial    
443,1,"bsc  mdu    nda navy air force coaching with hostel facility 
contact no      
 
chanakya college narnaul
 haryana "
444,1,bsnl welcomes you to bharat sanchar nigam ltd  up west  enjoy your stay with free incoming calls while roaming 
445,1,cgc landran is coming to hotel jyoti  near bus stand workshop road  yamuna nagar  for spot admissions from       to        contact    
446,1,niit university btech in cse data sciences  cyber security  cloud computing     ece embedded systems iot final appl  round closes on july    call  
447,1,"watch on times now today     pm   tomorrow sun     am
 coaching for iit   medical  a good corporate social responsibility  csr  option 
rao iit academy"
448,1,   upcoming government job in agricultural engineering  admission open in b tech in best engineering college of rajasthan call    
449,1,dear vishwas mittal  mbbs in russia total package    l counselling in delhi sunday   july  am  pm   hotel radisson blu cannaught place  
450,1,vidyamandir classes   offers up to    discount on correspondence courses based on jee main score  for details call       
451,1,all non registered students can now apply for admission in firstyear engineering at dypatil tech campus ambi pune        call   www dyptc com
452,1,"skyline inst offers    scholarship to jee score above   students in btech course
few seats left 
top faculty    placement 
skylineinstitute com
 "
453,0,g   is your google verification code 
454,1,school of aeronautics estd   prvds b tech mechatronics   ame  delhi  on the basis of jee main  lac net fee    placement   www soaneemrana org
455,0,hi  one time password for your airtel mobile transaction is    please use this otp to complete the transaction 
456,0,thanks for using improve your memory   tips   t  you have been charged rs     from your airtel mobile account for more services call  
457,0,thank you for using mobile   to pay rs     on dailyhunt  formerly newshunt  on            pm  press refresh in library if ebook not automatically downloaded  please contact  yourfriends dailyhunt in with txn id     for any queries powered by ipayy payment service
458,1,mbbs in philippines russia kyrgyzstan total package from  l counselling in delhi today  jul  am  pm   hotel radisson blu cannaught place chat in www nission in
459,1,bsnl welcomes you to bharat sanchar nigam ltd  up west  enjoy your stay with free incoming calls while roaming 
460,1,last few seats at india s  rd ranked saveetha university chennai  acres campus mpc          mech civil cse ece ee it auto tollfree   
461,1,hurry up  act before it s too late  few seats left  budha college  karnal  delhi ncr   b architecture   international faculties    placement  call  
462,1,cgc landran is coming to hotel jyoti  near bus stand workshop road  yamuna nagar  for spot admissions from       to        contact      
463,0,facebook friend request  you received a friend request from isha to check  dial       and use facebook without internet for free cricket updates      
464,1,"b tech aryans   

last chance to apply
free hostel for sc st

bba bca b com gnm bsc agri 
aryans group of colleges  chandigarh

www aryans edu in
 "
465,1,"ab aapke naam ka prachaar salman khan ki awaaz main   free main sms type kare sk space aapka naam aur bhejiye   par  udaharan  sk space raj to  

"
466,0,kindly use one time password otp   for e commerce txn with your obc debit card ending with xx  this otp is valid for   mins   for single txn only 
467,0,kindly use one time password otp   for e commerce txn with your obc debit card ending with xx  this otp is valid for   mins   for single txn only 
468,1,last chance galgotia s   amity invites direct admission in b tech  against vacant seat no   in north india call       
469,1,dear customer bsnl missed call service is now available      per month  to activate please dial        toll free  
470,1,"   students placed through campus placements in last   years    companies tie up  admission in b tech agriculture mining ee me ce cs
  
 "
471,1,bsnl welcomes you to bharat sanchar nigam ltd  up west  enjoy your stay with free incoming calls while roaming 
472,1,government engineering college rajasthan me admission guidence k liye contact kare last date   august chanakya consultancy  
473,1,admission open iitm murthal nh  ncr   mins drive m tech b tech polytechn bba bca add c   sarswativihar pitampura     www iitmanagement com
474,1,"mbbs admission in low packages in russia   europe recognized by m c i act    who    indians studying at present day english medium m b b s course only   years minimum     marks in intermediate p c b   contact nos      rewari

   gurgaon "
475,0,your have a low balance  to check eligibility and take advance talktime  call   or click  
476,1,study in canada usa aus nz   uk with expert guidance of wwics apply early and avail special benefits visit   wwics chandigarh sec  c      
477,1,pursue biosciences   clinical research with mrei medanta at apeejay stya university gurgaon scholarships upto    of fee    placements call   
478,1,shiv ki mahima k liye dial kare     latest bsnl tune k liye dial         zabardast hindi gaano k liye       rupaye ki bsnl tune k liye  
479,0,an amount of   inr has been credited to a c no xxxxxxx  by fund transfer on   aug         now clear balance is credit inr    
480,1,bsnl welcomes you to bharat sanchar nigam ltd  up west  enjoy your stay with free incoming calls while roaming  for latest bsnl tune dial    free  
481,1,"rs   gb  g  din market kimat rs  rs  ki bachat 
rs   gb  g  din vikreta se dial         download myairtel app click
airtel in app"
482,1,surprise day mein jito rs   ka bank card  rs  ans  sukhna lake kahan hai a  chandigarh b  ludhiana  sms a ya b to   or dial       muft 
483,1,"last date to take admission in b tech  agriculture mining cs ce me ee  is   august   in rajasthan s top engineering college  hurry up   
 "
484,0,freecharge verification code     it is valid for   minutes  pls do not share with anyone 
485,0,dear vishwas as per your jee rank please attend final round counseling for btech admission   in st  andrews institute delhi ncr  for info  
486,1,golden opportunity no to be missed recharge with rs  get mobiletv with  gb free data   days validity on your mobile 
487,0,facebook friend request  you received a friend request from priya to check  dial       and use facebook without internet for free cricket updates      
488,1,"hi      
aapki friend aapko bahut miss ker rahi hai abhi usee call kro  
"
489,1,bsnl welcomes you to bharat sanchar nigam ltd  up west  enjoy your stay with free incoming calls while roaming  for latest bsnl tune dial    free  
490,0,your have a low balance  to check eligibility and take advance talktime  call   or click  
491,0,an amount of   inr has been debited to a c no xxxxxxx  by atm transaction  on   aug         now clear balance is credit inr    
492,0,"ajay kumar
bf "
493,1,dpgitm engg college gurgaon for b tech admissions  aicte approved   affiliated to mdu rohtak  sec   gurgaon nr hero honda chowk  ct   www dpgitm com
494,1,airtel  g pack kal samapti se pehle  g recharge kar unused  g carry forward karein  recharge kar liya hai toh ignore karein  missed call karein   par
495,1, spot admission in b tech   m tech  cs  ec   me  ce  ee    fees   hostel     pa   mob       bits sonepat haryana
496,1,"calls sasti karein  rs  sabhi std mobile call re   min  din 
rs  local mobile  p min  din  offer airtel vikreta se ya apne mobile se dial      "
497,1,vishwas join jee main   adv dropper batch on  aug  fee rs   st  hostel facility weekly test   yr exp  singh study circle       
498,1,"aaj ka offer   
christmas kab manate hai  
  december   
  december   
call   aur jeeto  led tv    ja gold coins "
499,1,"meet ias toppers tina dabi   air    athar aamir  air    along with success guru ak mishra 
attend free seminar on art of success for civil services examination on  th august    sunday  from     am to     pm at chanakya ias academy  s c o      sector  c  madhya marg  chandigarh 
to register call or whatsapp       "
500,0,you have   missed call s  from     last call            
501,1,bsnl welcomes you to bharat sanchar nigam ltd  up west  enjoy your stay with free incoming calls while roaming  for latest bsnl tune dial    free  
502,1,"congratulations  you have been selected as a lucky candidate for fee waiver of current semester  show this message to claim this special benefit 
 "
503,1,  lakh ke diamonds jeetne ke liye khelo  rs  ans  sultan movie ke nayak kon hai  a  salman khan b  amir khan  sms a ya b to   or dial       
504,1,dpgitm engg college gurgaon for b tech admissions  aicte approved   affiliated to mdu rohtak  sec   gurgaon nr hero honda chowk  ct   www dpgitm com
505,1,tay hai            rustom movie k iss lajawab romantic gaane ko banaye apni  bas free main dial kare        tollfree 
506,1,saali aadhi ghar wali ka matlab wo scheme jo dulhe ko batayi jati magar di nahi jati  spicy jokes  rs     day sms sub sspj to  
507,1,vishwas join jee main   adv dropper batch on  aug  fee rs   st  hostel facility weekly test   yr exp  singh study circle       
508,1,"rs   gb  g  din market kimat rs  rs  ki bachat 
rs   gb  g  din vikreta se dial         download myairtel app click
airtel in app"
509,1,mvj college of engineering amongst top   engg colleges  bangalore  have above    in  th       then walk in for admission or call         
510,1,crack ias ips at right time under right guidance of abhimanu  start preparation from first year of graduation  admission on the basis of entrance test only 
511,1,"spot admissions in

srm university
 chennai

ranked no   in india

last chance
for guidance contact 
pavan reddy
 
regional off delhi
head off chennai"
512,1,bsnl welcomes you to bharat sanchar nigam ltd  up west  enjoy your stay with free incoming calls while roaming  for latest bsnl tune dial    free  
513,1,aapke internet pack ki validity samapt ho gayi hai ab usage main a c se katega  share your  g  g data pack with family for free  give a missed call  
514,1,happy hours  aaj   pm     pm ke bheech jito intex cloud mobile   rs   ans  mohra movie ke nayak kon thein a akshay kumar b  rajnikant  sms a ya b to   
515,1,try the exotic range of dominos pizza buy   regular pizza   get   reg pizza free walkin order      dominos co in cpn  crm dee a valid till   aug t c
516,1,last date for admission in b tech  agriculture mining cs ce me ee is   aug   in rajasthan  get enrolled with rajasthan s top engineering college  
517,1,"          

    
     
call   

sahi answer de ker aap jeet sakte hai led tv  "
518,1,"want to do ielts    want to study from top university in aus canada usa nz uk   singapore    call    
career maker hisar serving since  "
519,1,apply immediately for last sfti counseling on www ccb net in on jee main rank helpline   opt dev bhoomi group dehradun for assured placement 
520,0,also gone for movie   bhudia singh 
521,0,kindly use one time password otp   for e commerce txn with your obc debit card ending with xx  this otp is valid for   mins   for single txn only 
522,0,an amount of   inr has been debited to a c no xxxxxxx  by pos transaction  on   aug         now clear balance is credit inr    
523,0,kindly use one time password otp   for e commerce txn with your obc debit card ending with xx  this otp is valid for   mins   for single txn only 
524,0,an amount of   inr has been debited to a c no xxxxxxx  by pos transaction  on   aug         now clear balance is credit inr    
525,0,kindly use one time password otp   for e commerce txn with your obc debit card ending with xx  this otp is valid for   mins   for single txn only 
526,0,an amount of   inr has been debited to a c no xxxxxxx  by pos transaction  on   aug         now clear balance is credit inr    
527,0,recharge of rs    for   is successful  dial     to check updated balance  for queries  contact operator with reference no    for offers visit  
528,1,bsnl welcomes you to bharat sanchar nigam ltd  up west  enjoy your stay with free incoming calls while roaming  for latest bsnl tune dial    free  
529,1,direct admission for jee qualified students in ip university  delhi s engineering college delhi technical campus for few seats in b tech  civil  electrical
530,1,mechanical   hostel available  call    
531,1,"direct admission in b tech  eastern europe  in all branches  oil  gas engineering  abroad   lowest package 
call  
"
532,1,   upcoming government job in agricultural engineering  admission open in b tech  agriculture  in best engineering college of rajasthan call  
533,0,your have a low balance  to check eligibility and take advance talktime  call   or click  
534,0,  is your otp for ccd app registration      otp valid for   minutes but why wait  share coffee but not otp with others 
535,1,last chance to get admission in top ranked engineering colleges of bangalore  for guidance on engg branches   colgs call ashish singh      
536,0,dear user    is your otp  click  
537,1,tay hai            rustom movie k iss lajawab romantic gaane ko banaye apni  bas free main dial kare        tollfree 
538,1,bsnl welcomes you to bharat sanchar nigam ltd  up west  enjoy your stay with free incoming calls while roaming  for latest bsnl tune dial    free  
539,1,get latest wallpapers and videos click here  
540,1,b tech notice  last few seats left in top b tech college of india  galgotias  akg  kites  surajmal  bits  agarsen  vit  srm  abes  hurry call    
541,1,"calls sasti karein  rs  sabhi std mobile call re   min  din 
rs  local mobile  p min  din  offer airtel vikreta se ya apne mobile se dial      "
542,0,you have   unread messages and   friend request pending  to check dial       use unlimited facebook without internet  for naughty chat      
543,1,final call  last   days to apply at lovely professional university  join league of toppers  already    students with marks above    and    students with marks above    have joined this year   apply by  th august  subject to availability of seats   for details call   or visit www lpu in
